5.0000000e-01 2.3354560e+02 4.4947518e+01 2.3700000e+02 7.9719374e+01 1.5807496e+01 8.1000000e+01 8.2622774e+01 1.5244043e+01 8.4000000e+01 7.1203454e+01 1.4348266e+01 7.2000000e+01 5.0000000e-01 2.3392216e+02 4.3999157e+01 2.3700000e+02 7.9848649e+01 1.5490460e+01 8.1000000e+01 8.2754595e+01 1.4900292e+01 8.4000000e+01 7.1318919e+01 1.4070091e+01 7.2000000e+01
1.5000000e+00 2.1308797e+02 3.4561045e+01 2.1200000e+02 7.2670804e+01 1.1735319e+01 7.2000000e+01 7.5291419e+01 1.1773571e+01 7.5000000e+01 6.5125742e+01 1.1212644e+01 6.5000000e+01 1.5000000e+00 2.1308797e+02 3.4561045e+01 2.1200000e+02 7.2670804e+01 1.1735319e+01 7.2000000e+01 7.5291419e+01 1.1773571e+01 7.5000000e+01 6.5125742e+01 1.1212644e+01 6.5000000e+01
2.5000000e+00 2.0643750e+02 4.6901853e+01 2.0200000e+02 7.0638188e+01 1.5664525e+01 6.9000000e+01 7.2366972e+01 1.6347298e+01 7.1000000e+01 6.3432339e+01 1.5065472e+01 6.2000000e+01 2.5000000e+00 2.0643750e+02 4.6901853e+01 2.0200000e+02 7.0638188e+01 1.5664525e+01 6.9000000e+01 7.2366972e+01 1.6347298e+01 7.1000000e+01 6.3432339e+01 1.5065472e+01 6.2000000e+01
3.5000000e+00 1.9313276e+02 4.1940043e+01 1.8500000e+02 6.6113330e+01 1.4152063e+01 6.3000000e+01 6.7472207e+01 1.4248789e+01 6.5000000e+01 5.9547221e+01 1.3797500e+01 5.7000000e+01 3.5000000e+00 1.9313276e+02 4.1940043e+01 1.8500000e+02 6.6113330e+01 1.4152063e+01 6.3000000e+01 6.7472207e+01 1.4248789e+01 6.5000000e+01 5.9547221e+01 1.3797500e+01 5.7000000e+01
4.5000000e+00 1.7738208e+02 5.5076089e+01 1.8200000e+02 6.1350783e+01 1.7911982e+01 6.2000000e+01 6.1444684e+01 2.0165481e+01 6.3000000e+01 5.4586616e+01 1.7196478e+01 5.6000000e+01 4.5000000e+00 1.7747354e+02 5.4950032e+01 1.8200000e+02 6.1380670e+01 1.7870545e+01 6.2000000e+01 6.1476782e+01 2.0123525e+01 6.3000000e+01 5.4616091e+01 1.7154241e+01 5.6000000e+01
5.5000000e+00 1.3906854e+02 5.0830693e+01 1.3600000e+02 4.9273610e+01 1.7201610e+01 4.8000000e+01 4.6810038e+01 1.8337358e+01 4.6000000e+01 4.2984889e+01 1.5546481e+01 4.2000000e+01 5.5000000e+00 1.3935749e+02 5.0503840e+01 1.3700000e+02 4.9371011e+01 1.7091894e+01 4.9000000e+01 4.6911303e+01 1.8227273e+01 4.6000000e+01 4.3075176e+01 1.5441107e+01 4.2000000e+01
6.5000000e+00 1.4043521e+02 5.3878578e+01 1.3900000e+02 4.9478784e+01 1.7888884e+01 4.9000000e+01 4.7263761e+01 1.9016656e+01 4.7000000e+01 4.3692661e+01 1.7144308e+01 4.3000000e+01 6.5000000e+00 1.4082519e+02 5.3461702e+01 1.4000000e+02 4.9608396e+01 1.7749768e+01 4.9000000e+01 4.7398505e+01 1.8876847e+01 4.7000000e+01 4.3818286e+01 1.7007792e+01 4.3000000e+01
7.5000000e+00 1.1035294e+02 6.7798373e+01 1.0200000e+02 3.8678359e+01 2.3139103e+01 3.6000000e+01 3.5671344e+01 2.5035880e+01 3.2000000e+01 3.6003238e+01 1.9915615e+01 3.4000000e+01 7.5000000e+00 1.1363586e+02 6.6271459e+01 1.0500000e+02 3.9819042e+01 2.2584341e+01 3.7000000e+01 3.6799555e+01 2.4602645e+01 3.3000000e+01 3.7017261e+01 1.9382105e+01 3.5000000e+01
8.5000000e+00 8.8643821e+01 8.4736133e+01 5.3000000e+01 3.1070157e+01 2.8755062e+01 2.0000000e+01 2.7944414e+01 3.0657388e+01 1.4000000e+01 2.9629250e+01 2.5525580e+01 2.0000000e+01 8.5000000e+00 1.0335474e+02 8.3817034e+01 7.3000000e+01 3.6148760e+01 2.8340298e+01 2.7000000e+01 3.2909727e+01 3.0724595e+01 2.2000000e+01 3.4296249e+01 2.4953085e+01 2.6000000e+01
9.5000000e+00 7.5437669e+01 7.7774366e+01 4.1000000e+01 2.6740421e+01 2.6807511e+01 1.6000000e+01 2.3185105e+01 2.7795764e+01 9.0000000e+00 2.5512142e+01 2.3379198e+01 1.6000000e+01 9.5000000e+00 9.1506986e+01 7.8034543e+01 6.4000000e+01 3.2405855e+01 2.6754051e+01 2.3000000e+01 2.8578177e+01 2.8258444e+01 1.9000000e+01 3.0522954e+01 2.3239747e+01 2.3000000e+01
