5.0000000e-01 2.4438792e+02 1.3227630e+02 2.9600000e+02 8.4161102e+01 4.5405718e+01 1.0200000e+02 8.5026497e+01 4.5834588e+01 1.0300000e+02 7.5200318e+01 4.1152835e+01 9.0000000e+01 5.0000000e-01 3.0815863e+02 5.0384213e+01 3.0700000e+02 1.0611847e+02 1.6876686e+01 1.0600000e+02 1.0720281e+02 1.6957761e+01 1.0700000e+02 9.4837349e+01 1.6869013e+01 9.4000000e+01
1.5000000e+00 3.0180180e+02 3.8831254e+01 3.0200000e+02 1.0437255e+02 1.3311169e+01 1.0400000e+02 1.0513725e+02 1.2773362e+01 1.0500000e+02 9.2291998e+01 1.2901415e+01 9.2000000e+01 1.5000000e+00 3.0180180e+02 3.8831254e+01 3.0200000e+02 1.0437255e+02 1.3311169e+01 1.0400000e+02 1.0513725e+02 1.2773362e+01 1.0500000e+02 9.2291998e+01 1.2901415e+01 9.2000000e+01
2.5000000e+00 3.1487705e+02 4.8023862e+01 3.1400000e+02 1.0790196e+02 1.5315814e+01 1.0800000e+02 1.0960466e+02 1.6133508e+01 1.1000000e+02 9.7370429e+01 1.6777979e+01 9.7000000e+01 2.5000000e+00 3.1513103e+02 4.7411425e+01 3.1400000e+02 1.0798515e+02 1.5109290e+01 1.0800000e+02 1.0968966e+02 1.5929440e+01 1.1000000e+02 9.7456233e+01 1.6578572e+01 9.7000000e+01
3.5000000e+00 3.4234976e+02 5.2254481e+01 3.4500000e+02 1.1624430e+02 1.6583961e+01 1.1800000e+02 1.1863222e+02 1.7393621e+01 1.1900000e+02 1.0747324e+02 1.8487025e+01 1.0800000e+02 3.5000000e+00 3.4267745e+02 5.1301127e+01 3.4500000e+02 1.1635225e+02 1.6256896e+01 1.1800000e+02 1.1874271e+02 1.7067622e+01 1.1900000e+02 1.0758249e+02 1.8189093e+01 1.0800000e+02
4.5000000e+00 3.5540911e+02 7.9324248e+01 3.7400000e+02 1.1981770e+02 2.5612531e+01 1.2700000e+02 1.2231955e+02 2.6699938e+01 1.2800000e+02 1.1327186e+02 2.7252108e+01 1.1900000e+02 4.5000000e+00 3.5980387e+02 7.0485648e+01 3.7600000e+02 1.2129554e+02 2.2483368e+01 1.2700000e+02 1.2382106e+02 2.3617237e+01 1.2900000e+02 1.1468726e+02 2.4630168e+01 1.1900000e+02
5.5000000e+00 3.2645575e+02 1.3930737e+02 3.8000000e+02 1.1018601e+02 4.6487605e+01 1.2800000e+02 1.1234605e+02 4.7614922e+01 1.3100000e+02 1.0392369e+02 4.5367306e+01 1.2100000e+02 5.5000000e+00 3.7485923e+02 6.5658589e+01 3.8900000e+02 1.2649299e+02 2.0994136e+01 1.3100000e+02 1.2897441e+02 2.1940981e+01 1.3400000e+02 1.1939183e+02 2.3001711e+01 1.2400000e+02
6.5000000e+00 3.2960148e+02 1.3359771e+02 3.7800000e+02 1.1123370e+02 4.4701780e+01 1.2700000e+02 1.1375835e+02 4.5897078e+01 1.3000000e+02 1.0460943e+02 4.3206520e+01 1.2000000e+02 6.5000000e+00 3.7697573e+02 5.1835262e+01 3.8400000e+02 1.2721177e+02 1.6387074e+01 1.2950000e+02 1.3010498e+02 1.7278547e+01 1.3200000e+02 1.1965898e+02 1.8620101e+01 1.2200000e+02
7.5000000e+00 3.7667992e+02 5.5162609e+01 3.8800000e+02 1.2721622e+02 1.7567289e+01 1.3100000e+02 1.2978166e+02 1.8133885e+01 1.3400000e+02 1.1968203e+02 1.9716082e+01 1.2300000e+02 7.5000000e+00 3.7667992e+02 5.5162609e+01 3.8800000e+02 1.2721622e+02 1.7567289e+01 1.3100000e+02 1.2978166e+02 1.8133885e+01 1.3400000e+02 1.1968203e+02 1.9716082e+01 1.2300000e+02
8.5000000e+00 3.7358559e+02 5.5871833e+01 3.8400000e+02 1.2624854e+02 1.7468445e+01 1.3000000e+02 1.2901378e+02 1.8477059e+01 1.3300000e+02 1.1832326e+02 2.0260300e+01 1.2200000e+02 8.5000000e+00 3.7395279e+02 5.4750626e+01 3.8400000e+02 1.2636976e+02 1.7076002e+01 1.3000000e+02 1.2913581e+02 1.8102404e+01 1.3300000e+02 1.1844721e+02 1.9910042e+01 1.2200000e+02
9.5000000e+00 4.1070217e+02 5.0239863e+01 4.2600000e+02 1.3607525e+02 1.6109568e+01 1.4000000e+02 1.4059406e+02 1.6613935e+01 1.4500000e+02 1.3403286e+02 1.7743996e+01 1.3900000e+02 9.5000000e+00 4.1070217e+02 5.0239863e+01 4.2600000e+02 1.3607525e+02 1.6109568e+01 1.4000000e+02 1.4059406e+02 1.6613935e+01 1.4500000e+02 1.3403286e+02 1.7743996e+01 1.3900000e+02
